worker,language,age,gender,education,block,qType,cond,scenario,who,whoCorrect,what,whatCorrect,where,whereCorrect,month,monthCorrect,day,dayCorrect,time,timeCorrect,ampm,ampmCorrect,responseTime,comments,SUS,polarity,response,mental,physical,temp,success,perf,stress,preference
55fe0d2fb95bb212403942cf8c7be90b--1513086527,No,50-64,Other/prefer not to say ,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,13119,long comments%2C testing commas.,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513086527,No,50-64,Other/prefer not to say ,Ed2,2,training,orig,train,Cube*,,military-base,,Gibbonland,,April,,5,,4:00,,AM*,,28312,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513086527,No,50-64,Other/prefer not to say ,Ed2,2,test,orig,Scenario4,Teal,False,religious-school,False,Piland,False,October,False,27,False,9:00*,True,AM*,True,10221,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513086527,No,50-64,Other/prefer not to say ,Ed2,2,test,orig,Scenario7,Hexagon,False,hospital,False,Tickland*,True,December,False,17,False,6:00,False,AM,False,11533,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513086527,No,50-64,Other/prefer not to say ,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,27921,longer comment,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513086527,No,50-64,Other/prefer not to say ,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,10593,,,,,6,6,6,6,6,6,6
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,1,training,ext,train,Sphere,,military-base,,Gibbonland,,September,,16,,9:00,,AM*,,12566,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,1,test,ext,Scenario8,Bronco,False,military-base,False,Salmonland*,True,December*,True,18,False,12:00,False,AM*,True,13781,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,1,test,ext,Scenario1,Coral,False,embassy,False,Upsilonland,False,December,False,14,False,10:00,False,AM*,True,10876,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,8462,gfdfgfdfgfdfg,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,2,training,orig,train,Sphere,,military-base,,Bonoboland*,,May,,5,,4:00,,AM*,,10751,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,2,test,orig,Scenario4,Sienna,False,financial,False,Sigmaland,False,December,False,13,False,6:00,False,AM*,True,11170,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,2,test,orig,Scenario7,Oval,False,museum,False,Flyland,False,November,False,15,False,7:00,False,AM,False,10916,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,2,comments,orig,comments,,,,,,,,,,,,,,,6585,sdf %2Cdfg %2Cr r rty rty ,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513087756,No,50-64,Female,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,8802,,,,,5,6,7,8,9,10,11
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,1,training,ext,train,Tetrahedron,,military-base,,Gibbonland,,July,,17,,4:00,,AM*,,14344,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,1,test,ext,Scenario4,Sienna,False,religious-school,False,Sigmaland,False,October,False,17,False,10:00,False,PM,False,12350,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,1,test,ext,Scenario1,Chartreuse,False,embassy,False,Omegaland,False,September,False,15,False,11:00*,True,AM*,True,12094,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,59352,no progress bar,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,2,training,orig,train,Cube*,,military-base,,Lemurland,,March,,12,,5:00,,AM*,,10478,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,2,test,orig,Scenario8,Panther,False,indoor-mall*,True,Sharkland,False,December*,True,15*,True,4:00,False,AM*,True,11863,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,2,test,orig,Scenario7,Octagon,False,museum,False,Spiderland,False,November,False,14,False,4:00,False,AM,False,13647,,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,2,comments,orig,comments,,,,,,,,,,,,,,,6080,nnn,,,,,,,,,,
55fe0d2fb95bb212403942cf8c7be90b--1513088539,Yes,65+,Female,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,12245,,,,,18,17,16,15,14,13,12
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,1,training,orig,train,Tetrahedron,,airport*,,Bonoboland*,,May,,11,,2:00,,PM,,10358,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,1,test,orig,Scenario4,Teal,False,military-base,False,Piland,False,September,False,17,False,10:00,False,AM*,True,10514,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,1,test,orig,Scenario7,Octagon,False,museum,False,Cricketland,False,October,False,18,False,11:00,False,AM,False,11750,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,10517,I see progress!,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,2,training,ext,train,Cube*,,military-base,,Gibbonland,,March,,4,,7:00,,AM*,,9104,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,2,test,ext,Scenario1,Coral,False,financial-institution*,True,Psiland*,True,October,False,17,False,6:00,False,AM*,True,12783,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,2,test,ext,Scenario8,Steeler,False,stock-market,False,Perchland,False,November,False,10,False,9:00,False,PM,False,10732,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,3758,tyytyrs,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513090577,No,50-64,Female,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,10928,,,,,8,9,10,11,12,13,14
354d3330590c7dea104fbed406b7a034--1513263090,No,30-49,Male,Ed2,1,training,orig,train,Tetrahedron,,airport*,,Lemurland,,August,,4,,8:00,,AM*,,10452,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263090,No,30-49,Male,Ed2,1,test,orig,Scenario8,Raven,False,outdoor-mall,False,Salmonland*,True,May,False,15*,True,6:00,False,AM*,True,11311,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263090,No,30-49,Male,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,2795,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263090,No,30-49,Male,Ed2,2,training,ext,train,Tetrahedron,,outdoor-mall,,Bonoboland*,,June,,8,,11:00,,AM*,,16997,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263090,No,30-49,Male,Ed2,2,test,ext,Scenario4,Turquoise,False,religious-school,False,Piland,False,August,False,6,False,10:00,False,PM,False,12374,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263090,No,30-49,Male,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,1054,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263090,No,30-49,Male,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,9123,,,,,15,14,13,12,11,10,9
354d3330590c7dea104fbed406b7a034--1513263432,No,30-49,Male,Ed3,1,training,ext,train,Cube*,,military-base,,Bonoboland*,,May,,10,,5:00,,AM*,,11638,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263432,No,30-49,Male,Ed3,1,test,ext,Scenario7,Oval,False,museum,False,Tickland*,True,April,False,3,False,5:00,False,AM,False,11743,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263432,No,30-49,Male,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,1192,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263432,No,30-49,Male,Ed3,2,training,orig,train,Tetrahedron,,outdoor-mall,,Bonoboland*,,June,,8,,8:00,,PM,,10418,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263432,No,30-49,Male,Ed3,2,test,orig,Scenario1,Coral,False,embassy,False,Psiland*,True,June,False,10,False,5:00,False,PM,False,12202,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263432,No,30-49,Male,Ed3,2,comments,orig,comments,,,,,,,,,,,,,,,2164,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263432,No,30-49,Male,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,17286,,,,,8,7,6,5,4,3,2
354d3330590c7dea104fbed406b7a034--1513263581,Yes,30-49,Male,Ed3,1,training,ext,train,Tetrahedron,,military-base,,Gibbonland,,June,,13,,5:00,,AM*,,11765,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263581,Yes,30-49,Male,Ed3,1,test,ext,Scenario4,Teal,False,secular-school*,True,Muland,False,May,False,6,False,4:00,False,AM*,True,9068,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263581,Yes,30-49,Male,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,874,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263581,Yes,30-49,Male,Ed3,2,training,orig,train,Tetrahedron,,military-base,,Gibbonland,,March,,9,,6:00,,PM,,8696,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263581,Yes,30-49,Male,Ed3,2,test,orig,Scenario8,Steeler,False,train-station,False,Salmonland*,True,May,False,2,False,7:00,False,PM,False,8685,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263581,Yes,30-49,Male,Ed3,2,comments,orig,comments,,,,,,,,,,,,,,,1180,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263581,Yes,30-49,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,8278,,,,,11,12,13,14,15,16,17
354d3330590c7dea104fbed406b7a034--1513263663,Yes,30-49,Female,Ed2,1,training,orig,train,Sphere,,military-base,,Gibbonland,,May,,2,,5:00,,AM*,,8472,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263663,Yes,30-49,Female,Ed2,1,test,orig,Scenario1,Coral,False,train,False,Chiland,False,September,False,9,False,2:00,False,PM,False,10858,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263663,Yes,30-49,Female,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,1113,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263663,Yes,30-49,Female,Ed2,2,training,ext,train,Sphere,,military-base,,Gibbonland,,July,,8,,7:00,,PM,,9285,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263663,Yes,30-49,Female,Ed2,2,test,ext,Scenario7,Octagon,False,cruise-terminal*,True,Tickland*,True,July,False,7,False,8:00,False,PM*,True,10162,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263663,Yes,30-49,Female,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,918,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513263663,Yes,30-49,Female,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,6238,,,,,17,16,15,14,13,12,11
354d3330590c7dea104fbed406b7a034--1513265775,Yes,65+,Female,Ed1,1,training,orig,train,Tetrahedron,,airport*,,Gibbonland,,March,,6,,7:00,,AM*,,9493,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265775,Yes,65+,Female,Ed1,1,test,orig,Scenario8,Charger*,True,outdoor-mall,False,Salmonland*,True,June,False,16,False,9:00,False,PM,False,10569,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265775,Yes,65+,Female,Ed1,1,comments,orig,comments,,,,,,,,,,,,,,,1132,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265775,Yes,65+,Female,Ed1,2,training,ext,train,Sphere,,airport*,,Lemurland,,April,,11,,7:00,,AM*,,9460,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265775,Yes,65+,Female,Ed1,2,test,ext,Scenario4,Turquoise,False,religious-school,False,Sigmaland,False,October,False,7,False,9:00*,True,PM,False,10637,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265775,Yes,65+,Female,Ed1,2,comments,ext,comments,,,,,,,,,,,,,,,1370,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265775,Yes,65+,Female,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,6454,,,,,15,14,13,12,11,10,9
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,1,training,ext,train,Sphere,,outdoor-mall,,Lemurland,,June,,17,,10:00,,PM,,9782,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,1,test,ext,Scenario1,Purple,False,port,False,Upsilonland,False,November,False,11,False,12:00,False,AM*,True,11931,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,1,test,ext,Scenario4,Sienna,False,religious-school,False,Sigmaland,False,December,False,27,False,9:00*,True,PM,False,15837,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,1537,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,2,training,orig,train,Sphere,,military-base,,Gibbonland,,April,,27,,8:00,,AM*,,11292,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,2,test,orig,Scenario7,Oval,False,museum,False,Flyland,False,August,False,31,False,11:00,False,AM,False,15028,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,2,test,orig,Scenario8,Raider,False,indoor-mall*,True,Sharkland,False,October,False,18,False,12:00,False,AM*,True,17822,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,1178,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513265938,No,50-64,Other/prefer not to say ,Ed2,NA,questionnaire,a,NA,,,,,,,,,,,,,,,8780,,,,,4,5,6,7,8,9,10
354d3330590c7dea104fbed406b7a034--1513266035,No,50-64,Male,Ed1,1,training,orig,train,Sphere,,military-base,,Bonoboland*,,March,,26,,9:00,,PM,,9631,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513266035,No,50-64,Male,Ed1,1,test,orig,Scenario8,Raider,False,outdoor-mall,False,Sharkland,False,November,False,15*,True,11:00,False,AM*,True,10411,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513266035,No,50-64,Male,Ed1,1,comments,orig,comments,,,,,,,,,,,,,,,1438,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513266035,No,50-64,Male,Ed1,2,training,ext,train,Tetrahedron,,outdoor-mall,,Bonoboland*,,July,,10,,5:00,,AM*,,11149,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513266035,No,50-64,Male,Ed1,2,test,ext,Scenario7,Oval,False,power-plant,False,Spiderland,False,September*,True,29,False,11:00,False,AM,False,12495,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513266035,No,50-64,Male,Ed1,2,comments,ext,comments,,,,,,,,,,,,,,,3926,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513266035,No,50-64,Male,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,8214,,,,,18,18,18,18,18,18,18
354d3330590c7dea104fbed406b7a034--1513267005,Yes,30-49,Male,Ed1,1,training,ext,train,Sphere,,airport*,,Bonoboland*,,May,,13,,6:00,,PM,,9456,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267005,Yes,30-49,Male,Ed1,1,test,ext,Scenario7,Triangle*,True,hospital,False,Cricketland,False,October,False,18,False,10:00*,True,PM*,True,9090,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267005,Yes,30-49,Male,Ed1,1,comments,ext,comments,,,,,,,,,,,,,,,1021,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267005,Yes,30-49,Male,Ed1,2,training,orig,train,Cube*,,military-base,,Lemurland,,March,,10,,6:00,,AM*,,8052,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267005,Yes,30-49,Male,Ed1,2,test,orig,Scenario8,Panther,False,outdoor-mall,False,Salmonland*,True,December*,True,23,False,12:00,False,AM*,True,12177,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267005,Yes,30-49,Male,Ed1,2,comments,orig,comments,,,,,,,,,,,,,,,4733,1112111,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267005,Yes,30-49,Male,Ed1,NA,questionnaire,a,NA,,,,,,,,,,,,,,,8327,,,,,6,7,8,9,10,11,12
354d3330590c7dea104fbed406b7a034--1513267153,Yes,50-64,Male,Ed2,1,training,orig,train,Sphere,,military-base,,Gibbonland,,August,,28,,11:00,,AM*,,11702,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267153,Yes,50-64,Male,Ed2,1,test,orig,Scenario8,Raven,False,stock-market,False,Salmonland*,True,December*,True,29,False,12:00,False,AM*,True,13115,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267153,Yes,50-64,Male,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,4385,12345,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267153,Yes,50-64,Male,Ed2,2,training,ext,train,Sphere,,military-base,,Lemurland,,July,,14,,11:00,,AM*,,12789,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267153,Yes,50-64,Male,Ed2,2,test,ext,Scenario7,Triangle*,True,power-plant,False,Cricketland,False,November,False,6,False,7:00,False,AM,False,12140,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267153,Yes,50-64,Male,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,1117,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513267153,Yes,50-64,Male,Ed2,NA,questionnaire,a,NA,,,,,,,,,,,,,,,8422,,,,,20,20,20,20,20,20,20
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,1,training,ext,train,Cube*,,airport*,,Bonoboland*,,February,,5,,6:00,,PM,,11077,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,1,test,ext,Scenario8,Steeler,False,outdoor-mall,False,Sharkland,False,June,False,11,False,3:00,False,PM,False,12141,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,1,test,ext,Scenario1,Purple,False,embassy,False,Upsilonland,False,September,False,16,False,4:00,False,PM,False,11780,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,1301,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,2,training,orig,train,Sphere,,military-base,,Gibbonland,,June,,25,,5:00,,AM*,,11157,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,2,test,orig,Scenario7,Octagon,False,museum,False,Spiderland,False,May,False,5,False,6:00,False,PM*,True,11985,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,2,test,orig,Scenario4,Teal,False,courthouse,False,Sigmaland,False,March,False,25,False,9:00*,True,PM,False,13624,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,997,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513278348,No,65+,Female,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,11690,,,,,21,1,7,16,11,15,7
354d3330590c7dea104fbed406b7a034--1513281537,Yes,30-49,Male,Ed1,1,training,ext,train,Cube*,,military-base,,Gibbonland,,October,,14,,10:00,,AM*,,14129,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281537,Yes,30-49,Male,Ed1,1,test,ext,Scenario1,Brown,False,port,False,Upsilonland,False,September,False,18,False,9:00,False,PM,False,61604,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281537,Yes,30-49,Male,Ed1,1,comments,ext,comments,,,,,,,,,,,,,,,2869,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281537,Yes,30-49,Male,Ed1,2,training,orig,train,Tetrahedron,,military-base,,Bonoboland*,,April,,7,,3:00,,AM*,,10315,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281537,Yes,30-49,Male,Ed1,2,test,orig,Scenario4,Turquoise,False,religious-school,False,Omicronland*,True,August,False,21,False,7:00,False,AM*,True,14214,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281537,Yes,30-49,Male,Ed1,2,comments,orig,comments,,,,,,,,,,,,,,,1003,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281537,Yes,30-49,Male,Ed1,NA,questionnaire,a,NA,,,,,,,,,,,,,,,7351,,,,,1,2,3,4,5,6,7
354d3330590c7dea104fbed406b7a034--1513281679,No,65+,Male,Ed2,1,training,orig,train,Sphere,,outdoor-mall,,Bonoboland*,,August,,25,,11:00,,AM*,,10538,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281679,No,65+,Male,Ed2,1,test,orig,Scenario1,Gold,False,train,False,Tauland,False,September,False,14,False,9:00,False,AM*,True,12239,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281679,No,65+,Male,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,5374,2,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281679,No,65+,Male,Ed2,2,training,ext,train,Tetrahedron,,military-base,,Lemurland,,December,,14,,8:00,,PM,,9983,,,,,,,,,,,
354d3330590c7dea104fbed406b7a034--1513281679,No,65+,Male,Ed2,2,test,ext,Scenario4,Silver*,True,financial,False,Piland,False,August,False,15,False,7:00,False,PM,False,13122,,,,,,,,,,,
